Time,R.ASIS.X,R.ASIS.Y,R.ASIS.Z,L.ASIS.X,L.ASIS.Y,L.ASIS.Z,V.Sacral.X,V.Sacral.Y,V.Sacral.Z,R.Thigh.Upper.X,R.Thigh.Upper.Y,R.Thigh.Upper.Z,R.Thigh.Front.X,R.Thigh.Front.Y,R.Thigh.Front.Z,R.Thigh.Rear.X,R.Thigh.Rear.Y,R.Thigh.Rear.Z,L.Thigh.Upper.X,L.Thigh.Upper.Y,L.Thigh.Upper.Z,L.Thigh.Front.X,L.Thigh.Front.Y,L.Thigh.Front.Z,L.Thigh.Rear.X,L.Thigh.Rear.Y,L.Thigh.Rear.Z,R.Shank.Upper.X,R.Shank.Upper.Y,R.Shank.Upper.Z,R.Shank.Front.X,R.Shank.Front.Y,R.Shank.Front.Z,R.Shank.Rear.X,R.Shank.Rear.Y,R.Shank.Rear.Z,L.Shank.Upper.X,L.Shank.Upper.Y,L.Shank.Upper.Z,L.Shank.Front.X,L.Shank.Front.Y,L.Shank.Front.Z,L.Shank.Rear.X,L.Shank.Rear.Y,L.Shank.Rear.Z,R.Heel.X,R.Heel.Y,R.Heel.Z,R.Midfoot.Sup.X,R.Midfoot.Sup.Y,R.Midfoot.Sup.Z,R.Midfoot.Lat.X,R.Midfoot.Lat.Y,R.Midfoot.Lat.Z,R.Toe.Tip.X,R.Toe.Tip.Y,R.Toe.Tip.Z,L.Heel.X,L.Heel.Y,L.Heel.Z,L.Midfoot.Sup.X,L.Midfoot.Sup.Y,L.Midfoot.Sup.Z,L.Midfoot.Lat.X,L.Midfoot.Lat.Y,L.Midfoot.Lat.Z,L.Toe.Tip.X,L.Toe.Tip.Y,L.Toe.Tip.Z,Sternum.X,Sternum.Y,Sternum.Z,R.Acromium.X,R.Acromium.Y,R.Acromium.Z,L.Acromium.X,L.Acromium.Y,L.Acromium.Z,R.Bicep.X,R.Bicep.Y,R.Bicep.Z,L.Bicep.X,L.Bicep.Y,L.Bicep.Z,R.Elbow.X,R.Elbow.Y,R.Elbow.Z,L.Elbow.X,L.Elbow.Y,L.Elbow.Z,R.Wrist.Med.X,R.Wrist.Med.Y,R.Wrist.Med.Z,R.Wrist.Lat.X,R.Wrist.Lat.Y,R.Wrist.Lat.Z,L.Wrist.Med.X,L.Wrist.Med.Y,L.Wrist.Med.Z,L.Wrist.Lat.X,L.Wrist.Lat.Y,L.Wrist.Lat.Z,R.Toe.Lat.X,R.Toe.Lat.Y,R.Toe.Lat.Z,R.Toe.Med.X,R.Toe.Med.Y,R.Toe.Med.Z,L.Toe.Lat.X,L.Toe.Lat.Y,L.Toe.Lat.Z,L.Toe.Med.X,L.Toe.Med.Y,L.Toe.Med.Z,R.Temple.X,R.Temple.Y,R.Temple.Z,L.Temple.X,L.Temple.Y,L.Temple.Z,Top.Head.X,Top.Head.Y,Top.Head.Z
0.167,641.12048,1061.53357,141.79231,660.93848,1056.7926,-118.13174,451.37378,1056.48718,3.10521,575.23944,738.27905,197.53217,648.06921,666.32074,122.5091,559.96039,616.4162,196.91129,666.43774,753.81128,-169.5096,765.54126,740.23584,-104.9729,693.6463,649.2428,-151.41608,444.35248,489.94073,188.39987,475.96973,407.2558,140.66132,391.45462,420.01807,192.5721,723.01532,440.92825,-145.85973,771.14172,394.67844,-88.19946,708.09619,396.93164,-154.86752,129.89763,272.15833,97.26373,220.18483,156.94283,74.44994,188.0813,152.05231,175.34911,269.13702,33.5323,115.71035,651.0979,74.61285,-57.1896,819.00116,77.10798,-26.71691,804.60443,69.72176,-124.37052,931.47583,55.60588,-55.68245,673.63861,1365.4375,-19.63736,573.68665,1465.05005,185.34938,606.26733,1467.39709,-232.97911,585.32831,1265.15076,238.24214,614.31427,1227.13745,-253.6593,544.87543,1163.24866,272.57352,560.60309,1132.47278,-285.89557,693.87585,937.06165,270.44098,657.53278,922.63348,322.13257,659.54553,902.14142,-238.74139,612.09424,892.40948,-297.01779,209.33775,63.04988,191.05908,240.77005,65.23682,84.30278,867.89441,44.4019,-131.59039,881.21454,54.18756,-29.96375,740.20319,1586.22217,60.28788,753.97089,1587.66528,-77.38026,752.38397,1761.67139,-3.01468
0.183,639.20923,1064.01392,139.10922,661.46918,1059.86536,-121.66492,451.5914,1058.87048,0.30398,585.4541,738.84131,196.55463,662.13147,670.3194,121.90905,577.41595,617.40045,195.0397,661.75104,755.14954,-172.2876,755.55084,739.02625,-107.24387,685.07611,650.10229,-153.74335,464.66394,492.74426,188.31036,494.86029,409.11911,140.87613,410.52185,424.55426,191.74545,709.31732,440.26578,-147.73848,757.50305,393.77679,-90.37429,693.4444,396.72958,-156.06496,147.88641,290.00266,91.30653,230.74025,167.60364,73.4622,195.14885,167.38742,173.30782,269.17142,35.45958,119.48776,632.44781,74.82449,-57.4179,800.68646,76.86167,-26.92965,785.7804,69.48613,-124.659,912.8941,54.23771,-56.23899,673.89301,1368.83276,-21.98078,573.03094,1468.85242,182.37512,607.17035,1469.69885,-236.24249,583.28101,1269.17224,235.09715,619.12061,1228.98816,-255.89296,540.8988,1167.45972,268.50827,566.00122,1133.97302,-287.32462,682.33325,936.31445,270.40247,642.05219,924.89441,321.24002,665.64136,903.70026,-239.43857,617.91003,893.76141,-297.07693,208.25548,75.87563,187.79607,244.21536,74.81333,86.22675,849.18781,43.91972,-131.98117,862.62476,53.47281,-30.3427,737.91302,1588.93091,57.12295,753.0929,1590.34949,-81.21804,752.32617,1764.60962,-7.08266
0.2,638.71259,1066.8678,136.07639,660.86865,1062.07996,-124.35365,451.2673,1061.38513,-2.33073,598.09076,741.60059,194.06259,675.4856,675.07336,120.70296,593.8183,619.04364,194.76752,656.61761,756.55487,-174.74428,749.78864,738.73718,-110.22953,675.9032,650.68811,-155.91129,486.12601,497.11203,187.77789,513.78168,412.19833,139.89722,428.94049,430.4733,189.63921,695.75049,440.14911,-149.39848,742.99194,393.1293,-91.28165,677.87146,396.51886,-157.05318,166.22121,303.7764,84.47171,245.04697,177.47879,72.23652,206.53571,181.75684,171.17581,277.03589,41.06801,123.85725,613.49414,75.09506,-57.65043,782.15228,76.7911,-27.14804,767.03046,69.32566,-124.87234,894.13263,53.22731,-56.57169,672.46088,1371.62451,-23.25305,570.87292,1472.48999,179.77274,608.82416,1472.06921,-238.4368,579.84595,1272.12573,233.07448,623.43439,1231.56055,-256.85257,536.37836,1170.93286,265.78958,571.76239,1135.86401,-288.81345,671.59686,936.43469,270.23572,629.66687,925.99408,319.99686,671.92944,905.83936,-240.29047,625.45984,895.64264,-298.63342,216.05396,90.0825,189.64984,254.26761,84.65719,88.56199,830.24744,43.68229,-132.38072,844.02979,53.03956,-30.62044,738.35901,1592.96313,54.27562,753.42432,1592.99622,-83.81812,750.77179,1767.95386,-10.39742
0.217,637.31732,1069.54993,132.96608,659.44501,1063.64026,-127.4042,450.54102,1064.00415,-4.64114,609.15887,744.64502,192.57091,688.90363,681.42676,118.63782,608.8175,622.11603,194.08821,650.95984,758.05847,-176.99353,742.45026,737.26837,-111.90228,666.70044,651.20551,-158.40201,505.4678,503.55447,183.93156,533.37482,417.76724,139.31105,447.45334,437.79175,186.29547,682.35388,440.3627,-151.39024,728.65894,392.58133,-93.88563,661.96808,396.35208,-157.99686,184.14645,313.19418,77.48387,262.53983,185.98236,70.84414,221.93631,194.12349,169.07542,292.504,49.48708,128.27669,594.20947,75.39587,-57.93332,763.37128,76.71371,-27.49689,748.28601,69.0872,-125.08271,875.22302,52.35855,-56.83893,673.1601,1375.25061,-26.27549,568.38562,1474.8418,177.40118,608.76678,1474.85876,-240.03288,576.01031,1275.46326,230.11607,625.71259,1234.19226,-257.04214,531.91876,1174.74707,263.43228,578.12341,1137.75659,-290.35931,661.44843,937.32318,270.19452,619.0611,927.93347,320.021,679.1178,908.375,-240.31339,633.41064,898.6098,-299.99573,233.40739,104.02125,192.07262,270.55371,93.90181,91.00069,811.20844,43.54522,-132.82892,825.45575,52.77008,-30.90123,737.76019,1596.09436,51.98531,752.1712,1596.11658,-86.357,749.57684,1770.48596,-13.13423
0.233,638.41864,1073.6217,129.32605,658.34949,1065.38806,-130.4948,449.53003,1066.67432,-6.58013,619.86359,747.63239,191.05312,701.89349,688.22424,116.26822,624.39838,626.51556,192.93826,644.61169,759.64728,-179.24246,735.02826,736.68555,-113.91136,657.55658,652.14789,-160.53436,524.19647,510.91968,180.35991,552.30774,423.06845,138.96883,465.29642,445.3949,183.21701,666.92389,439.96729,-152.58253,713.31781,392.06781,-95.99049,646.00769,396.31897,-158.9075,201.9131,318.5657,71.11022,282.61551,192.59273,69.33416,240.83565,203.57033,167.05276,314.06479,58.58422,131.99825,574.68237,75.70692,-58.18572,744.39056,76.51108,-27.92555,729.45398,68.74577,-125.3166,856.30328,51.60913,-57.09361,671.47723,1377.75647,-27.26826,566.90979,1477.92578,175.20126,609.31702,1478.19934,-242.32144,571.88934,1278.35559,228.87112,631.14948,1237.3429,-257.99918,526.21631,1178.84473,264.30054,583.17554,1139.92236,-291.63705,651.48224,938.88611,270.10483,608.67151,929.71637,318.96448,685.16943,911.6637,-240.59163,639.21307,901.22028,-298.64368,255.73543,116.00158,194.21884,291.87579,101.6416,93.01371,792.13623,43.39449,-133.26408,806.84265,52.53296,-31.24028,737.11853,1599.02283,50.04469,751.53436,1598.60974,-88.40762,749.12732,1773.24243,-15.51829
0.25,636.33154,1076.92725,126.84252,656.05634,1067.72559,-132.95056,448.29794,1069.2771,-8.18572,631.10693,752.52429,189.83958,711.73242,695.19843,114.90131,639.88953,630.63531,191.7218,637.39221,761.22021,-181.675,725.55707,735.08594,-114.63621,648.22333,652.88843,-162.19681,543.17664,516.73376,177.98643,572.25299,428.73242,137.4801,484.46353,451.34637,180.44708,651.01385,440.11346,-154.00168,696.86774,391.57919,-96.51505,630.04102,396.47342,-159.73376,220.2238,320.35599,65.93112,304.77115,196.91301,67.73087,262.60483,209.43217,165.14153,339.94016,66.25385,134.45482,555.15594,76.00002,-58.32006,725.35089,76.16691,-28.28446,710.51605,68.39316,-125.57552,837.51337,51.04095,-57.3349,669.61163,1380.44128,-28.8653,563.05206,1479.91162,173.29247,609.24078,1481.15308,-243.62216,565.57813,1280.94836,227.69316,634.14941,1240.10803,-258.9856,518.20203,1180.72119,259.7919,586.62451,1142.72095,-292.18292,641.90698,940.7774,269.9458,598.0528,932.45093,318.91077,693.38959,915.90118,-239.85286,650.13184,904.42273,-300.87775,282.31171,123.5891,195.29729,316.84363,107.1056,94.089,773.06543,43.13676,-133.58591,788.08759,52.22216,-31.63934,735.43164,1601.89124,48.28408,750.34705,1601.93848,-90.32087,748.13727,1776.82544,-17.0589
0.267,635.99243,1080.68359,123.96822,653.92743,1068.16943,-136.4476,446.82135,1071.651,-9.50067,637.80505,757.04279,187.6826,723.16309,702.82037,113.14436,652.4671,636.13959,191.10234,629.16046,762.57422,-184.21228,716.68207,734.32306,-115.30221,636.12378,653.38599,-164.19861,560.44824,521.12732,175.11043,590.97925,433.44391,136.41875,503.51227,455.09464,178.65001,636.50128,439.96198,-155.41237,679.69641,390.70294,-97.31555,613.98315,396.78415,-160.43135,239.67418,318.8772,62.27648,328.69943,198.72064,66.04859,286.70639,211.37376,163.41742,368.8988,71.25096,135.40739,535.8938,76.24978,-58.36022,706.41974,75.76567,-28.51389,691.51263,68.14034,-125.84905,818.85266,50.6272,-57.6082,667.78198,1382.36023,-29.4512,560.04669,1481.97168,171.57942,608.35608,1483.8866,-244.42834,560.37805,1283.11682,225.82675,636.93823,1243.53845,-259.74014,511.88013,1185.07629,259.50079,592.12347,1144.95215,-293.75839,633.10101,942.86029,269.36377,588.66681,934.68793,318.01758,701.04572,920.70685,-239.28015,655.23682,908.35315,-298.60956,307.59186,126.73328,194.99231,344.45648,109.86332,93.9115,754.02399,42.74396,-133.74756,769.1322,51.83562,-32.05449,734.64526,1604.1438,46.98499,749.39722,1604.19934,-91.33551,746.48376,1778.74146,-18.39121
0.283,635.01538,1083.93518,121.06954,650.75104,1069.20715,-138.60892,445.03751,1073.6449,-10.54998,647.95746,762.16425,189.08514,733.13733,710.51031,111.24158,666.07043,641.33295,188.99919,619.93146,763.51367,-186.40273,709.76447,733.86102,-116.87623,624.20331,653.60254,-164.44832,578.52197,524.33435,172.97478,610.09937,438.07129,134.58215,522.74542,456.72668,176.90823,620.47845,440.50989,-155.29968,664.09485,390.79477,-98.86484,597.75958,397.20392,-161.00479,260.4928,314.20087,60.28103,354.29123,197.97754,64.32875,312.82944,209.39268,161.96461,400.46548,73.25668,134.79913,516.97955,76.47245,-58.4342,687.65265,75.4305,-28.68808,672.4931,68.01318,-126.13052,800.19489,50.23339,-57.96817,665.94763,1384.33618,-31.14863,558.38818,1483.60986,170.50009,609.36566,1487.14661,-246.12408,552.83887,1284.95056,224.78702,638.84064,1246.86511,-261.12732,504.3428,1186.57483,255.41484,595.76764,1147.02136,-294.76218,624.86395,945.09204,269.91211,579.41986,937.12091,316.76987,709.341,924.80255,-237.92714,664.55768,911.99768,-298.46973,337.71912,125.79668,194.25191,374.31613,109.88685,92.43777,735.02045,42.28534,-133.81015,750.04272,51.45995,-32.42287,732.85297,1606.31665,46.30059,748.24152,1606.08667,-92.18625,744.30695,1780.41394,-19.48838
0.3,633.40619,1086.53101,118.33463,648.42877,1070.04553,-141.6098,442.93808,1075.15125,-11.38125,656.11115,765.87292,185.72601,743.47949,717.4892,109.02296,677.28448,646.18726,188.3466,609.93732,764.02618,-187.73477,699.21118,732.54803,-118.31516,612.74609,654.60901,-165.72495,593.1582,527.68536,172.86095,629.28632,442.03317,132.39374,541.07123,458.64368,176.55931,604.54248,440.57971,-155.96776,648.12848,390.44238,-99.71843,581.43756,397.72592,-161.52536,282.55869,306.24487,59.948,381.55103,194.79237,62.68531,340.87302,203.77083,160.85046,434.6918,72.57064,132.62982,498.30588,76.70679,-58.64106,668.94043,75.2394,-28.90304,653.50751,67.94034,-126.40899,781.40491,49.76806,-58.36177,664.77588,1385.72058,-31.92515,555.90363,1485.03687,168.59731,608.89734,1489.49219,-247.20322,549.30481,1286.07336,223.80499,640.97748,1249.42322,-261.86047,496.08167,1188.76636,253.34401,597.88147,1149.78418,-296.25949,616.94812,947.34363,269.76511,571.67139,938.73969,316.09534,718.16974,930.49042,-237.3931,676.26746,915.7486,-299.11298,368.492,121.35205,191.98706,406.50433,107.50166,89.94158,716.05145,41.88581,-133.918,730.95508,51.16611,-32.72045,731.24927,1607.16528,45.35922,746.89984,1607.98779,-93.36333,743.75037,1782.52661,-19.34829
0.317,630.10767,1087.62183,116.42979,644.91675,1069.98633,-143.30998,440.5629,1076.1333,-12.09356,663.66589,771.67773,183.92908,748.8949,723.58905,106.72402,688.91925,651.99969,187.20563,599.56415,764.33307,-188.12981,689.21033,731.09717,-119.90929,601.32697,655.01465,-167.20073,609.11438,529.20465,170.26305,647.59558,445.85205,131.48013,559.23761,457.60779,175.46674,588.29077,440.79752,-157.05078,631.11078,390.22223,-100.16623,565.17236,398.36246,-162.08292,305.67062,294.91284,61.14189,410.49664,189.36118,61.32173,370.86716,194.99199,160.1528,471.72348,69.8372,129.13914,479.73166,76.97516,-58.9252,650.14288,75.19024,-29.19664,634.59576,67.81609,-126.66947,762.43481,49.28255,-58.67113,662.60626,1386.17786,-32.89791,551.22321,1484.96667,168.08514,608.56781,1491.24438,-248.50739,543.23975,1287.68164,222.23764,642.26227,1252.17749,-262.38766,489.78928,1190.95764,251.20627,600.7984,1151.14197,-296.58707,609.8028,949.45837,269.30109,563.63666,940.42627,315.25882,726.08618,935.93939,-236.47179,684.98956,919.48608,-297.61642,403.53098,113.12968,189.91762,441.18408,103.26771,86.99161,697.10309,41.61973,-134.17601,711.95105,50.95176,-32.96968,730.08301,1608.52625,44.15432,745.15265,1609.05872,-93.22866,742.4679,1783.61926,-19.48829
0.333,629.54779,1089.78967,114.35317,641.75702,1069.47253,-146.0419,437.90891,1076.64941,-12.85779,669.4837,776.63599,184.91451,756.31976,731.74323,104.53771,698.18982,657.26221,185.96828,589.18317,764.70648,-188.03339,679.88324,730.28918,-123.00376,588.54907,655.86395,-168.23015,621.91614,530.25122,169.85725,664.7843,448.92123,130.41832,576.41559,456.42883,174.64981,571.7597,441.22827,-157.37985,616.25342,390.76785,-102.03469,549.00281,399.12381,-162.67998,329.84879,280.21417,63.52622,441.12286,181.92896,60.48936,402.87436,183.64856,159.97461,511.47803,65.89341,125.09743,461.19952,77.29218,-59.14532,631.22601,75.22199,-29.5529,615.74884,67.57404,-126.92412,743.33643,48.87125,-58.87767,661.34723,1387.39954,-33.6569,550.87787,1486.25891,166.29474,608.37079,1493.08716,-248.74428,538.828,1288.52832,220.89751,642.08246,1253.49988,-262.80206,483.40756,1191.01147,249.79335,603.04517,1152.15063,-298.04898,603.70221,950.69586,268.2428,555.29132,941.33374,313.43967,733.53351,941.62952,-234.94266,693.87311,923.03162,-296.11426,439.68005,102.99475,187.34283,478.19489,97.774,84.30115,678.12256,41.4342,-134.55154,693.02637,50.76318,-33.18934,728.005,1608.24072,44.661,744.0733,1609.94983,-93.73433,740.64722,1784.26392,-19.29137
0.35,627.20428,1090.22095,112.22041,638.09167,1068.82678,-147.4424,434.90848,1076.83813,-13.94937,673.79114,781.07587,184.35867,760.11249,736.901,102.8377,705.88312,662.07269,184.42606,579.01721,765.2558,-188.08946,669.90161,728.77161,-124.88966,577.11261,656.55066,-168.92357,635.30103,531.05676,171.00667,680.06946,451.89883,128.22722,592.2074,454.36432,175.7308,555.90106,442.00931,-157.82275,599.7041,390.67603,-103.17105,532.80011,399.99445,-163.20932,355.38675,262.35117,66.55398,473.43622,172.79489,60.40207,436.85916,170.40172,160.41968,553.59668,61.56613,121.63648,442.66626,77.70182,-59.31138,612.24689,75.26912,-29.93702,596.90558,67.24938,-127.22605,724.19507,48.54072,-59.0692,660.06238,1387.41296,-34.15689,548.14423,1485.35852,165.86488,607.68329,1493.8595,-249.03979,532.51428,1288.58093,219.57889,643.73358,1255.72778,-264.79181,476.73364,1192.23169,247.75076,605.84595,1152.78345,-299.70944,597.01782,951.01703,268.04214,550.06299,942.58215,312.66925,741.54639,947.15289,-233.72278,702.20068,926.24054,-294.17975,482.39581,93.14487,187.08556,517.10022,91.49265,82.5228,659.052,41.20323,-134.94968,674.12305,50.53188,-33.38573,727.55774,1608.78711,44.15877,742.86774,1610.05298,-93.88335,740.28711,1784.25415,-18.96976
0.367,624.828,1091.26807,111.28307,634.63812,1068.35229,-148.72003,431.53479,1076.84363,-15.66268,676.5387,784.3382,184.0862,764.5025,742.68213,100.23406,712.84015,665.98438,182.76505,569.17493,765.91583,-188.7747,660.50452,727.21893,-126.99,564.22906,657.09772,-168.51611,644.70624,530.09027,170.01038,695.97455,454.01917,127.2517,608.69012,450.9689,176.05196,540.40216,443.05911,-158.61334,584.3233,390.7294,-104.56177,516.49469,400.91666,-163.58347,382.69061,241.74908,69.60134,507.49194,162.3477,61.16228,472.62161,156.0257,161.5475,597.59338,57.50225,119.74032,424.03864,78.26373,-59.61184,593.28992,75.31324,-30.34436,578.02429,66.9576,-127.63585,705.04974,48.21045,-59.307,657.30536,1386.79065,-34.91634,546.47992,1485.37354,164.94604,605.32892,1494.50708,-249.15469,527.64923,1288.25061,218.25726,643.91699,1256.09387,-265.34848,471.79724,1192.60437,246.31467,606.21106,1153.5282,-300.93069,592.08008,951.51868,266.83282,544.08948,942.65515,310.72861,748.76776,952.29279,-231.93889,710.43787,929.80316,-293.04651,525.70648,82.53109,187.13499,557.61566,84.82759,82.10136,639.91235,40.85755,-135.34221,655.15082,50.20874,-33.57853,726.29749,1608.04077,44.44129,741.50232,1609.68982,-94.07465,738.7923,1783.63269,-18.53856
0.383,621.87189,1091.43665,109.74005,633.66406,1068.20386,-150.96263,427.91666,1076.71411,-17.96212,679.1095,786.45856,182.91895,765.83203,746.31488,98.24907,717.242,669.13416,181.31462,559.7359,766.55151,-190.10863,649.87622,726.19006,-128.23019,553.55798,657.27771,-169.52664,654.31183,527.94641,169.13716,710.19714,455.66705,126.42773,622.61298,446.62738,174.95412,524.12054,443.18002,-158.46535,570.78717,391.4675,-105.68648,500.23599,401.82602,-163.83626,412.13873,219.04694,72.18858,543.36346,151.09961,62.74332,509.90933,141.36243,163.33005,642.99182,54.2145,119.9772,405.31598,78.99368,-60.09571,574.49219,75.40266,-30.80883,559.13336,66.77708,-128.15173,685.89026,47.80811,-59.56257,655.58917,1386.27576,-35.06089,543.55511,1484.58557,164.48206,605.70673,1494.70544,-249.89265,524.13336,1287.58398,217.85545,643.73267,1256.57373,-266.09244,467.25519,1193.14404,244.57838,607.43848,1153.22717,-302.09653,587.73889,951.98834,266.58273,538.26495,942.74548,309.23077,755.87866,957.92896,-229.98007,718.57715,933.4101,-290.45963,569.63837,72.34325,186.65331,599.77783,78.2484,83.23341,620.79553,40.43694,-135.7525,636.03003,49.80357,-33.79835,725.18414,1606.91833,44.51528,740.9491,1609.07349,-93.58432,738.16144,1782.67773,-18.14032
0.4,619.10333,1090.45813,108.9425,629.88654,1066.98022,-151.37877,424.35693,1076.36011,-20.18594,681.61316,787.76093,180.13235,766.44531,749.00189,95.39773,719.9306,671.34082,180.6356,550.7533,767.05042,-191.66548,641.36023,724.60608,-129.5455,542.13293,657.604,-169.43947,661.46088,524.40973,168.15569,722.01062,456.6489,125.24571,637.4129,440.29593,175.96649,508.9592,444.3443,-159.03812,553.79553,391.43555,-107.03139,484.23337,402.69937,-164.0482,444.02286,195.08333,74.13287,581.04193,139.69444,65.02344,548.56665,127.15199,165.65877,689.32117,52.19983,122.48187,386.62598,79.85453,-60.495,556.0473,75.62897,-31.34732,540.31238,66.70791,-128.66071,666.73242,47.35282,-59.77267,653.85455,1384.55713,-35.06422,540.32251,1482.95947,164.63165,602.50513,1493.31201,-248.65218,521.74597,1287.4198,216.79396,643.33173,1256.44275,-266.41357,462.19867,1191.83582,243.76811,608.14954,1152.42358,-302.24387,583.11169,951.48029,265.69965,533.72919,942.03412,308.06052,761.51923,962.64734,-228.158,725.73285,935.79706,-288.46783,614.11713,64.86423,190.03366,643.60205,72.34293,85.88586,601.7785,40.0397,-136.1709,616.78351,49.40313,-34.06335,723.18658,1605.61816,45.01458,740.08154,1607.85889,-93.01118,737.56396,1781.46594,-17.18364
0.417,617.0238,1089.69397,108.02449,626.49298,1065.573,-152.53879,421.20102,1075.64343,-21.44083,679.81976,788.11365,179.681,765.24054,750.57733,93.13425,721.47931,672.42242,178.64856,542.22778,767.35797,-192.98524,631.87396,722.83295,-130.5117,531.36194,658.07056,-170.24254,666.21521,519.80676,166.24081,734.0545,457.5513,124.44235,649.58966,434.80725,174.78519,493.60245,444.41422,-159.06609,537.57959,391.2973,-106.70685,468.52457,403.55911,-164.23424,478.44156,170.84813,75.53097,620.32239,128.8844,67.8294,588.48511,114.00223,168.4023,736.04858,51.96946,126.92435,368.05429,80.81319,-60.54709,538.01105,76.03526,-31.92724,521.63855,66.73323,-128.99617,647.66553,46.9408,-59.92447,652.03516,1383.70593,-35.20795,540.12866,1481.8114,164.64732,603.54712,1492.51941,-248.66341,518.73114,1286.04163,216.83472,642.78778,1256.15564,-266.30658,459.01694,1190.85608,243.02901,608.14001,1151.53406,-303.45023,579.85577,951.08228,264.77786,529.33063,940.63214,307.52359,768.1557,967.63892,-226.54204,732.98145,939.03931,-287.07681,659.15442,58.56345,194.0703,688.73395,67.77984,89.79696,582.87469,39.75217,-136.55698,597.57208,49.12465,-34.37283,721.45087,1603.74585,45.33698,738.91498,1606.28247,-92.20281,736.72327,1780.0686,-16.70554
0.433,614.6488,1087.83704,108.10713,624.27246,1063.82593,-152.15265,418.62671,1074.50964,-21.37909,676.91644,786.91797,178.95811,762.8869,750.38306,90.81805,720.45868,671.75818,176.90436,534.10571,767.42902,-193.85718,623.242,721.49988,-130.84744,519.14935,658.18835,-169.08833,671.00452,515.20294,165.1371,742.15497,457.08099,124.12057,660.39423,427.14893,174.15749,478.44641,445.31262,-159.36032,523.39526,391.75754,-108.01033,452.99716,404.4361,-164.34946,515.18341,147.3945,76.62081,660.73828,119.47893,70.95599,629.43787,102.50784,171.42419,782.56647,54.04951,132.54686,349.59351,81.89159,-60.33311,520.12469,76.51582,-32.48185,503.06955,66.80403,-129.07664,628.80316,46.65717,-60.0764,650.12671,1381.47839,-34.64855,539.10339,1480.49365,164.70242,601.7829,1491.6825,-248.9167,513.75708,1283.83911,216.21761,640.02844,1255.36926,-265.57498,456.07144,1189.65271,242.50182,608.93268,1150.56238,-303.40558,576.47583,949.61572,264.29941,526.11475,939.11804,306.24396,772.81842,971.80969,-225.37427,739.08569,941.60986,-285.13315,705.12793,54.73386,198.67097,734.49597,65.26286,94.48268,564.00543,39.5841,-136.88405,578.61475,49.03682,-34.7449,721.38263,1601.86047,46.14613,738.2226,1604.58459,-91.48122,736.63666,1777.96191,-15.19028
0.45,611.9021,1085.74841,108.20331,621.59009,1062.28027,-152.3136,416.59839,1073.01965,-20.3221,673.82758,784.3819,177.16814,761.74719,748.60529,86.74148,717.59772,669.63782,175.78088,526.30286,767.20911,-194.25427,615.4425,719.72815,-131.19646,510.63409,658.0434,-170.07954,672.9989,506.32474,163.57852,749.94812,456.15524,123.1754,671.36432,419.65591,173.03568,463.41541,446.24365,-159.75618,507.77017,391.67365,-107.99928,437.57059,405.34128,-164.35458,553.77509,125.73196,77.68311,701.56635,112.26482,74.16499,671.01141,93.29322,174.54507,828.23682,58.9838,138.38107,331.19324,83.14657,-60.10633,501.98706,76.87336,-32.94563,484.36102,66.78611,-128.96068,610.18921,46.51175,-60.30418,648.01459,1379.51892,-33.87585,538.28339,1478.37146,165.19502,599.95471,1489.74011,-247.78893,514.14105,1282.63318,216.05853,640.80438,1254.34814,-266.60974,453.53629,1188.02417,242.29697,607.65424,1149.55164,-304.79358,573.85406,947.43481,263.7467,524.16699,937.23828,305.64172,777.11554,975.45514,-224.12987,743.6723,943.68561,-284.4295,749.31775,52.81798,204.11496,780.08594,65.49956,99.30409,544.97815,39.44412,-137.1449,560.02844,49.11645,-35.22983,720.03772,1598.94092,46.67585,736.93274,1601.85339,-90.87649,735.66809,1775.4176,-14.51431
0.467,608.31732,1081.87268,107.79163,618.87689,1060.5719,-152.07924,414.98676,1071.27722,-18.75884,670.26398,780.95465,174.5529,755.52386,744.63696,85.86205,713.39038,666.32532,173.66867,518.74988,766.70337,-194.25998,606.92352,717.88354,-131.45511,501.44366,657.78687,-170.00786,674.39294,497.89459,161.70793,755.55267,454.94687,121.90904,680.72479,410.98257,172.02901,448.62027,446.73233,-159.32759,494.40427,391.78223,-109.09721,422.29437,406.27716,-164.26283,593.59045,106.6918,79.03307,741.88727,107.89377,77.19121,712.64325,86.93175,177.55254,872.38245,67.28244,143.47763,312.77838,84.59148,-59.97601,483.40533,77.02232,-33.28688,465.27502,66.56186,-128.77777,591.73608,46.44611,-60.63504,646.74823,1377.25256,-34.23152,535.90186,1475.77844,166.27071,598.3996,1487.73486,-247.04773,511.27011,1279.88562,216.47379,639.59851,1252.54016,-266.1203,451.52002,1185.81836,242.4415,607.80292,1147.28345,-303.27057,571.24261,944.67566,262.89285,522.76282,934.55902,305.21698,780.39508,978.73297,-221.92136,748.31848,945.84631,-281.73303,794.14264,53.74344,207.66064,824.60699,69.12921,103.58526,525.55267,39.22626,-137.33701,541.67731,49.23741,-35.82079,717.92493,1596.32715,48.43034,736.70099,1599.28406,-89.91172,734.72339,1772.97144,-12.19182
